Date,Open,High,Low,Close,Adj Close,Volume
2019-09-13,2795.850098,2801.280029,2777.229980,2791.739990,2791.739990,0
2019-09-16,2810.780029,2834.320068,2803.889893,2834.320068,2834.320068,0
2019-09-17,2832.419922,2847.010010,2807.330078,2820.860107,2820.860107,0
2019-09-18,2818.929932,2824.250000,2809.669922,2818.600098,2818.600098,0
2019-09-19,2815.489990,2816.570068,2794.169922,2794.770020,2794.770020,0
2019-09-20,2794.820068,2796.409912,2777.830078,2796.409912,2796.409912,0
2019-09-23,2793.030029,2793.030029,2769.600098,2785.459961,2785.459961,0
2019-09-24,2785.570068,2789.610107,2749.860107,2754.530029,2754.530029,0
2019-09-25,2749.129883,2760.290039,2739.110107,2760.290039,2760.290039,0
2019-09-26,2755.600098,2779.780029,2754.840088,2772.699951,2772.699951,0
2019-09-27,2772.580078,2777.189941,2757.979980,2757.979980,2757.979980,0
2019-09-30,2759.939941,2764.310059,2744.469971,2747.179932,2747.179932,0
2019-10-01,2749.830078,2781.330078,2748.510010,2758.830078,2758.830078,0
2019-10-02,2756.860107,2758.500000,2716.729980,2719.389893,2719.389893,0
2019-10-03,2719.649902,2722.739990,2696.580078,2707.469971,2707.469971,0
2019-10-04,2707.899902,2717.699951,2687.000000,2692.550049,2692.550049,0
2019-10-07,2695.540039,2721.159912,2686.149902,2719.219971,2719.219971,0
2019-10-08,2720.169922,2724.620117,2700.459961,2707.889893,2707.889893,0
2019-10-09,2704.709961,2724.830078,2702.560059,2713.020020,2713.020020,0
2019-10-10,2709.389893,2725.489990,2695.820068,2721.510010,2721.510010,0
2019-10-11,2723.360107,2733.780029,2703.850098,2708.070068,2708.070068,0
2019-10-14,2710.560059,2716.149902,2692.590088,2697.459961,2697.459961,0
2019-10-15,2696.600098,2715.260010,2691.290039,2715.260010,2715.260010,0
2019-10-16,2714.810059,2745.000000,2714.810059,2744.350098,2744.350098,0
2019-10-17,2744.429932,2754.699951,2738.919922,2748.639893,2748.639893,0
2019-10-18,2747.800049,2758.729980,2742.239990,2752.909912,2752.909912,0
2019-10-21,2759.790039,2767.760010,2751.949951,2761.149902,2761.149902,0
2019-10-22,2766.209961,2802.229980,2762.489990,2802.229980,2802.229980,0
2019-10-23,2797.439941,2821.889893,2789.750000,2821.580078,2821.580078,0
2019-10-24,2822.370117,2877.050049,2822.100098,2877.050049,2877.050049,0
2019-10-25,2876.100098,2879.419922,2848.399902,2873.409912,2873.409912,0
2019-10-28,2879.370117,2899.649902,2850.320068,2856.909912,2856.909912,0
2019-10-29,2858.419922,2886.479980,2845.280029,2886.479980,2886.479980,0
2019-10-30,2882.070068,2913.479980,2874.169922,2911.149902,2911.149902,0
2019-10-31,2917.219971,2936.260010,2884.300049,2893.979980,2893.979980,0
2019-11-01,2895.469971,2930.399902,2886.590088,2930.399902,2930.399902,0
2019-11-05,2950.780029,2965.479980,2936.479980,2949.550049,2949.550049,0
2019-11-06,2949.699951,2980.840088,2935.149902,2980.840088,2980.840088,0
2019-11-07,2977.669922,3009.110107,2966.199951,3008.540039,3008.540039,0
2019-11-08,2997.850098,2997.850098,2958.550049,2973.189941,2973.189941,0
2019-11-11,2965.840088,2972.389893,2953.229980,2961.459961,2961.459961,0
2019-11-12,2963.699951,2983.479980,2944.000000,2951.159912,2951.159912,0
2019-11-13,2942.399902,2942.399902,2924.229980,2933.889893,2933.889893,0
2019-11-14,2938.600098,2948.979980,2902.909912,2922.449951,2922.449951,0
2019-11-15,2925.310059,2938.149902,2914.050049,2934.820068,2934.820068,0
2019-11-18,2947.389893,2956.590088,2914.250000,2924.479980,2924.479980,0
2019-11-19,2928.100098,2942.489990,2923.100098,2941.689941,2941.689941,0
2019-11-20,2935.639893,2948.889893,2914.949951,2936.469971,2936.469971,0
2019-11-21,2940.780029,2947.570068,2930.679932,2942.600098,2942.600098,0
2019-11-22,2939.360107,2968.469971,2935.209961,2947.679932,2947.679932,0
2019-11-25,2953.110107,2959.760010,2945.330078,2955.320068,2955.320068,0
2019-11-26,2954.840088,2963.919922,2922.889893,2930.620117,2930.620117,0
2019-11-27,2932.250000,2945.600098,2922.479980,2929.050049,2929.050049,0
2019-11-28,2926.300049,2931.479980,2911.800049,2927.570068,2927.570068,0
2019-11-29,2925.760010,2936.239990,2911.560059,2935.370117,2935.370117,0
2019-12-02,2937.689941,2958.840088,2920.330078,2921.179932,2921.179932,0
2019-12-03,2917.459961,2922.810059,2882.649902,2883.479980,2883.479980,0
2019-12-04,2887.389893,2909.110107,2875.500000,2900.659912,2900.659912,0
2019-12-05,2903.500000,2909.590088,2882.800049,2899.290039,2899.290039,0
2019-12-06,2900.780029,2928.760010,2897.560059,2928.760010,2928.760010,0
2019-12-09,2932.080078,2947.679932,2926.100098,2945.030029,2945.030029,0
2019-12-10,2943.030029,2948.939941,2920.929932,2932.399902,2932.399902,0
2019-12-11,2932.429932,2959.120117,2932.429932,2954.399902,2954.399902,0
2019-12-12,2966.239990,2996.820068,2965.100098,2982.860107,2982.860107,0
2019-12-13,2990.919922,3000.100098,2984.919922,2996.629883,2996.629883,0
2019-12-16,3001.419922,3012.209961,2994.439941,3006.159912,3006.159912,0
2019-12-17,3012.489990,3019.949951,3005.610107,3013.290039,3013.290039,0
2019-12-18,3011.370117,3023.919922,3004.270020,3023.919922,3023.919922,0
2019-12-19,3012.290039,3027.879883,2998.050049,3008.389893,3008.389893,0
2019-12-20,3015.639893,3021.050049,3004.209961,3015.929932,3015.929932,0
2019-12-23,3009.889893,3033.810059,3009.070068,3033.810059,3033.810059,0
2019-12-24,3035.860107,3039.919922,3025.919922,3030.590088,3030.590088,0
2019-12-25,null,null,null,null,null,null
2019-12-26,3025.580078,3034.629883,3021.620117,3031.669922,3031.669922,0
2019-12-27,3029.120117,3054.030029,3029.120117,3050.469971,3050.469971,0
2019-12-30,3051.409912,3060.199951,3042.340088,3045.870117,3045.870117,0
2020-01-03,3059.199951,3086.090088,3057.360107,3076.370117,3076.370117,0
2020-01-06,3075.550049,3079.419922,3059.469971,3078.870117,3078.870117,0
2020-01-08,3076.629883,3112.010010,3071.879883,3110.060059,3110.060059,0
2020-01-09,3105.209961,3124.600098,3094.850098,3118.080078,3118.080078,0
2020-01-10,3117.239990,3130.919922,3101.209961,3123.659912,3123.659912,0
2020-01-13,3124.959961,3151.689941,3117.030029,3151.689941,3151.689941,0
2020-01-14,3155.629883,3166.070068,3126.000000,3129.770020,3129.770020,0
2020-01-15,3128.379883,3148.290039,3106.409912,3132.629883,3132.629883,0
2020-01-16,3137.520020,3163.199951,3137.520020,3157.229980,3157.229980,0
2020-01-17,3161.250000,3198.320068,3159.229980,3196.879883,3196.879883,0
2020-01-20,3205.639893,3226.889893,3204.320068,3219.919922,3219.919922,0
2020-01-21,3212.719971,3213.379883,3185.649902,3209.219971,3209.219971,0
2020-01-22,3212.909912,3222.929932,3174.620117,3174.620117,3174.620117,0
2020-01-23,3162.679932,3170.409912,3135.149902,3141.199951,3141.199951,0
2020-01-24,3147.280029,3165.860107,3134.699951,3146.199951,3146.199951,0
2020-01-27,3123.709961,3123.709961,3076.679932,3085.159912,3085.159912,0
2020-01-28,3097.709961,3115.620117,3068.669922,3113.100098,3113.100098,0
2020-01-29,3125.909912,3140.770020,3115.639893,3128.800049,3128.800049,0
2020-01-30,3108.379883,3121.540039,3096.310059,3108.580078,3108.580078,0
2020-01-31,3133.399902,3143.290039,3076.649902,3076.649902,3076.649902,0
2020-02-03,3062.270020,3085.889893,3058.479980,3070.840088,3070.840088,0
2020-02-04,3082.199951,3105.979980,3071.790039,3097.600098,3097.600098,0
2020-02-05,3105.520020,3137.969971,3083.260010,3114.250000,3114.250000,0
2020-02-06,3132.840088,3145.149902,3086.909912,3096.679932,3096.679932,0
2020-02-07,3101.080078,3108.280029,3056.850098,3087.629883,3087.629883,0
2020-02-10,3088.629883,3092.929932,3049.330078,3062.409912,3062.409912,0
2020-02-11,3072.389893,3109.219971,3069.899902,3097.580078,3097.580078,0
2020-02-12,3103.810059,3122.270020,3095.699951,3122.270020,3122.270020,0
2020-02-13,3116.989990,3122.189941,3096.979980,3110.050049,3110.050049,0
2020-02-14,3113.719971,3120.889893,3084.570068,3096.879883,3096.879883,0
2020-02-17,3097.179932,3110.060059,3092.449951,3110.060059,3110.060059,0
2020-02-18,3103.709961,3104.419922,3064.149902,3074.050049,3074.050049,0
2020-02-19,3089.090088,3117.840088,3086.409912,3114.570068,3114.570068,0
2020-02-20,3120.510010,3139.590088,3117.500000,3125.100098,3125.100098,0
2020-02-21,3109.860107,3129.239990,3098.760010,3106.030029,3106.030029,0
2020-02-25,3058.330078,3073.270020,3002.679932,3002.679932,3002.679932,0
2020-02-26,2994.219971,3026.260010,2958.459961,3017.419922,3017.419922,0
2020-02-27,2989.179932,3002.199951,2910.459961,2915.840088,2915.840088,0
2020-02-28,2850.110107,2855.320068,2744.179932,2785.080078,2785.080078,0
2020-03-02,2829.469971,2875.300049,2714.360107,2765.770020,2765.770020,0
2020-03-03,2817.580078,2844.040039,2789.760010,2821.370117,2821.370117,0
2020-03-04,2799.179932,2841.129883,2779.850098,2828.010010,2828.010010,0
2020-03-05,2852.419922,2861.600098,2800.429932,2816.699951,2816.699951,0
2020-03-06,2773.530029,2782.770020,2680.060059,2719.510010,2719.510010,0
2020-03-10,2502.699951,2661.629883,2435.620117,2498.939941,2498.939941,0
2020-03-11,2532.719971,2555.429932,2457.360107,2492.879883,2492.879883,0
2020-03-12,2413.020020,2413.020020,2277.580078,2286.399902,2286.399902,0
2020-03-13,2277.659912,2418.149902,2275.159912,2316.379883,2316.379883,0
2020-03-16,2297.040039,2301.189941,2179.120117,2266.899902,2266.899902,0
2020-03-17,2263.620117,2313.340088,2172.459961,2224.739990,2224.739990,0
2020-03-18,2192.790039,2205.409912,2097.840088,2112.639893,2112.639893,0
2020-03-19,2134.429932,2288.090088,2073.870117,2275.699951,2275.699951,0
2020-03-20,2327.270020,2418.739990,2314.750000,2331.610107,2331.610107,0
2020-03-23,2257.879883,2321.760010,2213.489990,2253.350098,2253.350098,0
2020-03-24,2349.469971,2435.270020,2341.209961,2415.969971,2415.969971,0
2020-03-25,2459.300049,2518.379883,2372.340088,2452.689941,2452.689941,0
2020-03-26,2448.760010,2514.919922,2403.600098,2489.969971,2489.969971,0
2020-03-27,2491.699951,2498.330078,2378.879883,2401.110107,2401.110107,0
2020-03-30,2377.209961,2435.530029,2357.530029,2433.350098,2433.350098,0
2020-03-31,2466.280029,2526.129883,2459.189941,2508.810059,2508.810059,0
2020-04-01,2465.560059,2491.659912,2449.010010,2473.610107,2473.610107,0
2020-04-02,2528.719971,2562.540039,2470.850098,2545.949951,2545.949951,0
2020-04-03,2547.149902,2609.159912,2533.060059,2572.229980,2572.229980,0
2020-04-06,2597.280029,2639.560059,2576.280029,2622.590088,2622.590088,0
2020-04-07,2648.739990,2688.669922,2612.959961,2634.739990,2634.739990,0
2020-04-08,2617.659912,2670.120117,2603.989990,2670.120117,2670.120117,0
2020-04-09,2693.580078,2713.500000,2643.979980,2701.770020,2701.770020,0
2020-04-10,2678.300049,2680.889893,2656.449951,2677.860107,2677.860107,0
2020-04-13,2675.729980,2677.899902,2610.610107,2628.850098,2628.850098,0
2020-04-14,2649.340088,2667.580078,2619.909912,2631.830078,2631.830078,0
2020-04-15,2617.189941,2617.189941,2489.989990,2498.939941,2498.939941,0
2020-04-16,2511.550049,2550.840088,2468.649902,2515.050049,2515.050049,0
2020-04-17,2550.949951,2556.419922,2516.870117,2534.969971,2534.969971,0
2020-04-20,2524.310059,2546.139893,2502.379883,2525.969971,2525.969971,0
2020-04-21,2487.629883,2500.179932,2431.979980,2488.020020,2488.020020,0
2020-04-22,2474.320068,2584.679932,2471.229980,2573.409912,2573.409912,0
2020-04-23,2600.280029,2620.239990,2558.320068,2599.409912,2599.409912,0
2020-04-24,2588.290039,2596.969971,2551.659912,2562.030029,2562.030029,0
2020-04-27,2570.689941,2597.639893,2557.810059,2570.909912,2570.909912,0
2020-04-28,2567.739990,2644.790039,2566.919922,2612.239990,2612.239990,0
2020-04-29,2629.239990,2669.469971,2617.340088,2663.139893,2663.139893,0
2020-04-30,2683.860107,2700.969971,2629.570068,2650.560059,2650.560059,0
2020-05-04,2623.889893,2641.030029,2599.739990,2624.639893,2624.639893,0
2020-05-05,2652.919922,2666.379883,2634.489990,2653.510010,2653.510010,0
2020-05-06,2659.080078,2674.939941,2626.679932,2632.100098,2632.100098,0
2020-05-07,2632.870117,2664.989990,2627.429932,2634.000000,2634.000000,0
2020-05-08,2647.800049,2648.449951,2613.830078,2641.550049,2641.550049,0
2020-05-12,2635.510010,2651.969971,2620.350098,2642.040039,2642.040039,0
2020-05-13,2630.790039,2630.790039,2601.250000,2604.979980,2604.979980,0
2020-05-14,2596.129883,2606.949951,2564.439941,2590.310059,2590.310059,0
2020-05-15,2616.139893,2633.290039,2612.989990,2613.239990,2613.239990,0
